Dagsetning,Konnun,Flokkur,Prosent,Aths
10-Oct-11,MMR,Framsókn,"13,26902089",
10-Oct-11,MMR,Frjálslyndi flokkurinn,,
10-Oct-11,MMR,Hægri grænir,,
10-Oct-11,MMR,Hreyfingin,"4,171084094",
10-Oct-11,MMR,Lýðræðisvaktin,,
10-Oct-11,MMR,Píratar,,
10-Oct-11,MMR,Samfylking,"17,66449706",
10-Oct-11,MMR,Samstaða,,
10-Oct-11,MMR,Sjálfstæðisflokkur,"36,69969245",
10-Oct-11,MMR,Vinstrihreyfingin grænt framboð,"15,74215394",
31-Oct-11,Capacent (fylgi flokka allir),Aðrir flokkar,"7,3",
31-Oct-11,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Oct-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,4",
31-Oct-11,Capacent (fylgi flokka allir),Dögun,,
31-Oct-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"15,5",
31-Oct-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,1",
31-Oct-11,Capacent (fylgi flokka allir),Hægri grænir,,
31-Oct-11,Capacent (fylgi flokka allir),Hreyfingin,3,
31-Oct-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Oct-11,Capacent (fylgi flokka allir),Píratar,,
31-Oct-11,Capacent (fylgi flokka allir),Samfylkingin,"21,3",
31-Oct-11,Capacent (fylgi flokka allir),Samstaða,0,
31-Oct-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,9",
31-Oct-11,Capacent (fylgi flokka allir),Vinstri grænir,"14,5",
14-Nov-11,MMR,Aðrir,"11,49466798",
14-Nov-11,MMR,Björt Framtíð,,
14-Nov-11,MMR,Borgarahreyfingin,"1,809137934",
14-Nov-11,MMR,Dögun,,
14-Nov-11,MMR,Framsókn,"14,21548421",
14-Nov-11,MMR,Frjálslyndi flokkurinn,,
14-Nov-11,MMR,Hægri grænir,,
14-Nov-11,MMR,Hreyfingin,"2,798020775",
14-Nov-11,MMR,Lýðræðisvaktin,,
14-Nov-11,MMR,Píratar,,
14-Nov-11,MMR,Samfylking,"15,45514705",
14-Nov-11,MMR,Samstaða,,
14-Nov-11,MMR,Sjálfstæðisflokkur,"40,47328816",
14-Nov-11,MMR,Vinstrihreyfingin grænt framboð,"13,7542539",
30-Nov-11,Capacent (fylgi flokka allir),Aðrir flokkar,"7,2",
30-Nov-11,Capacent (fylgi flokka allir),Björt framtíð,0,
30-Nov-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,2",
30-Nov-11,Capacent (fylgi flokka allir),Dögun,,
30-Nov-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,6",
30-Nov-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,3",
30-Nov-11,Capacent (fylgi flokka allir),Hægri grænir,,
30-Nov-11,Capacent (fylgi flokka allir),Hreyfingin,"2,4",
30-Nov-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Nov-11,Capacent (fylgi flokka allir),Píratar,,
30-Nov-11,Capacent (fylgi flokka allir),Samfylkingin,"21,8",
30-Nov-11,Capacent (fylgi flokka allir),Samstaða,0,
30-Nov-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,38,
30-Nov-11,Capacent (fylgi flokka allir),Vinstri grænir,"13,5",
9-Dec-11,MMR,Aðrir,"12,22888247",
9-Dec-11,MMR,Björt Framtíð,,
9-Dec-11,MMR,Borgarahreyfingin,"0,176620067",
9-Dec-11,MMR,Dögun,,
9-Dec-11,MMR,Framsókn,"15,36131892",
9-Dec-11,MMR,Frjálslyndi flokkurinn,,
9-Dec-11,MMR,Hægri grænir,,
9-Dec-11,MMR,Hreyfingin,"3,645468539",
9-Dec-11,MMR,Lýðræðisvaktin,,
9-Dec-11,MMR,Píratar,,
9-Dec-11,MMR,Samfylking,"17,4946132",
9-Dec-11,MMR,Samstaða,,
9-Dec-11,MMR,Sjálfstæðisflokkur,"38,535943",
9-Dec-11,MMR,Vinstrihreyfingin grænt framboð,"12,55715381",
31-Dec-11,Capacent (fylgi flokka allir),Aðrir flokkar,"7,6",
31-Dec-11,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Dec-11,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,2",
31-Dec-11,Capacent (fylgi flokka allir),Dögun,,
31-Dec-11,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,4",
31-Dec-11,Capacent (fylgi flokka allir),Frjálslyndir,"1,5",
31-Dec-11,Capacent (fylgi flokka allir),Hægri grænir,,
31-Dec-11,Capacent (fylgi flokka allir),Hreyfingin,"2,5",
31-Dec-11,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Dec-11,Capacent (fylgi flokka allir),Píratar,,
31-Dec-11,Capacent (fylgi flokka allir),Samfylkingin,21,
31-Dec-11,Capacent (fylgi flokka allir),Samstaða,0,
31-Dec-11,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"38,4",
31-Dec-11,Capacent (fylgi flokka allir),Vinstri grænir,"13,5",
17-Jan-12,MMR,Aðrir,"10,37938671",
17-Jan-12,MMR,Björt Framtíð,,
17-Jan-12,MMR,Borgarahreyfingin,"1,723478398",
17-Jan-12,MMR,Dögun,,
17-Jan-12,MMR,Framsókn,"15,01805928",
17-Jan-12,MMR,Frjálslyndi flokkurinn,,
17-Jan-12,MMR,Hægri grænir,,
17-Jan-12,MMR,Hreyfingin,"1,795353071",
17-Jan-12,MMR,Lýðræðisvaktin,,
17-Jan-12,MMR,Píratar,,
17-Jan-12,MMR,Samfylking,"18,65877158",
17-Jan-12,MMR,Samstaða,,
17-Jan-12,MMR,Sjálfstæðisflokkur,"35,97892817",
17-Jan-12,MMR,Vinstrihreyfingin grænt framboð,"16,4460228",
31-Jan-12,Capacent (fylgi flokka allir),Aðrir flokkar,"6,7",
31-Jan-12,Capacent (fylgi flokka allir),Björt framtíð,0,
31-Jan-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,4",
31-Jan-12,Capacent (fylgi flokka allir),Dögun,,
31-Jan-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"15,4",
31-Jan-12,Capacent (fylgi flokka allir),Frjálslyndir,"1,4",
31-Jan-12,Capacent (fylgi flokka allir),Hægri grænir,,
31-Jan-12,Capacent (fylgi flokka allir),Hreyfingin,"3,5",
31-Jan-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jan-12,Capacent (fylgi flokka allir),Píratar,,
31-Jan-12,Capacent (fylgi flokka allir),Samfylkingin,"21,8",
31-Jan-12,Capacent (fylgi flokka allir),Samstaða,0,
31-Jan-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"36,1",
31-Jan-12,Capacent (fylgi flokka allir),Vinstri grænir,"13,7",
8-Feb-12,Fréttablaðið / Stöð 2,Annað,"1,2",
8-Feb-12,Fréttablaðið / Stöð 2,Björt framtíð,"6,1",
8-Feb-12,Fréttablaðið / Stöð 2,Framsóknarflokkur,"12,5",
8-Feb-12,Fréttablaðið / Stöð 2,Hægri grænir,"0,9",
8-Feb-12,Fréttablaðið / Stöð 2,Hreyfingin,"1,7",
8-Feb-12,Fréttablaðið / Stöð 2,Samfylkingin,"12,3",
8-Feb-12,Fréttablaðið / Stöð 2,Samstaða,"21,3",
8-Feb-12,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,35,
8-Feb-12,Fréttablaðið / Stöð 2,Vinstri græn,8,
14-Feb-12,MMR,Aðrir,"17,22731676",
14-Feb-12,MMR,Björt Framtíð,,
14-Feb-12,MMR,Borgarahreyfingin,"1,385168626",
14-Feb-12,MMR,Dögun,,
14-Feb-12,MMR,Framsókn,"15,10866012",
14-Feb-12,MMR,Frjálslyndi flokkurinn,,
14-Feb-12,MMR,Hægri grænir,,
14-Feb-12,MMR,Hreyfingin,"3,134541505",
14-Feb-12,MMR,Lýðræðisvaktin,,
14-Feb-12,MMR,Píratar,,
14-Feb-12,MMR,Samfylking,"16,9594576",
14-Feb-12,MMR,Samstaða,,
14-Feb-12,MMR,Sjálfstæðisflokkur,"34,0096759",
14-Feb-12,MMR,Vinstrihreyfingin grænt framboð,"12,17517949",
29-Feb-12,Capacent (fylgi flokka allir),Aðrir flokkar,1,
29-Feb-12,Capacent (fylgi flokka allir),Björt framtíð,"4,3",
29-Feb-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"1,2",
29-Feb-12,Capacent (fylgi flokka allir),Dögun,"0,5",
29-Feb-12,Capacent (fylgi flokka allir),Framsóknarflokkur,13,
29-Feb-12,Capacent (fylgi flokka allir),Frjálslyndir,"1,5",
29-Feb-12,Capacent (fylgi flokka allir),Hægri grænir,"0,5",
29-Feb-12,Capacent (fylgi flokka allir),Hreyfingin,"2,7",
29-Feb-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
29-Feb-12,Capacent (fylgi flokka allir),Píratar,,
29-Feb-12,Capacent (fylgi flokka allir),Samfylkingin,"18,7",
29-Feb-12,Capacent (fylgi flokka allir),Samstaða,"11,3",
29-Feb-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"33,3",
29-Feb-12,Capacent (fylgi flokka allir),Vinstri grænir,12,
18-Mar-12,MMR,Aðrir,"3,938978793",
18-Mar-12,MMR,Björt Framtíð,"4,283451552",
18-Mar-12,MMR,Borgarahreyfingin,"0,613145533",
18-Mar-12,MMR,Dögun,,
18-Mar-12,MMR,Framsókn,"13,15723101",
18-Mar-12,MMR,Frjálslyndi flokkurinn,,
18-Mar-12,MMR,Hægri grænir,,
18-Mar-12,MMR,Hreyfingin,"1,987423169",
18-Mar-12,MMR,Lýðræðisvaktin,,
18-Mar-12,MMR,Píratar,,
18-Mar-12,MMR,Samfylking,"18,28767485",
18-Mar-12,MMR,Samstaða,"9,104838107",
18-Mar-12,MMR,Sjálfstæðisflokkur,"37,3355976",
18-Mar-12,MMR,Vinstrihreyfingin grænt framboð,"11,29165939",
31-Mar-12,Capacent (fylgi flokka allir),Aðrir flokkar,"0,7",
31-Mar-12,Capacent (fylgi flokka allir),Björt framtíð,"4,7",
31-Mar-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,9",
31-Mar-12,Capacent (fylgi flokka allir),Dögun,"1,3",
31-Mar-12,Capacent (fylgi flokka allir),Framsóknarflokkur,13,
31-Mar-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,8",
31-Mar-12,Capacent (fylgi flokka allir),Hægri grænir,"0,9",
31-Mar-12,Capacent (fylgi flokka allir),Hreyfingin,"1,9",
31-Mar-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Mar-12,Capacent (fylgi flokka allir),Píratar,,
31-Mar-12,Capacent (fylgi flokka allir),Samfylkingin,"17,5",
31-Mar-12,Capacent (fylgi flokka allir),Samstaða,"8,9",
31-Mar-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"38,2",
31-Mar-12,Capacent (fylgi flokka allir),Vinstri grænir,"11,2",
12-Apr-12,Fréttablaðið / Stöð 2,Annað,"0,9",
12-Apr-12,Fréttablaðið / Stöð 2,Björt framtíð,"7,2",
12-Apr-12,Fréttablaðið / Stöð 2,Dögun,"2,1",
12-Apr-12,Fréttablaðið / Stöð 2,Framsóknarflokkur,"14,6",
12-Apr-12,Fréttablaðið / Stöð 2,Hægri grænir,"2,3",
12-Apr-12,Fréttablaðið / Stöð 2,Samfylkingin,"14,8",
12-Apr-12,Fréttablaðið / Stöð 2,Samstaða,6,
12-Apr-12,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,"42,6",
12-Apr-12,Fréttablaðið / Stöð 2,Vinstri græn,"8,6",
17-Apr-12,MMR,Aðrir,"3,883084293",
17-Apr-12,MMR,Björt Framtíð,"8,149654244",
17-Apr-12,MMR,Borgarahreyfingin,"0,225962978",
17-Apr-12,MMR,Dögun,,
17-Apr-12,MMR,Framsókn,"14,510157",
17-Apr-12,MMR,Frjálslyndi flokkurinn,,
17-Apr-12,MMR,Hægri grænir,,
17-Apr-12,MMR,Hreyfingin,"1,942030738",
17-Apr-12,MMR,Lýðræðisvaktin,,
17-Apr-12,MMR,Píratar,,
17-Apr-12,MMR,Samfylking,"14,56163293",
17-Apr-12,MMR,Samstaða,"4,522901801",
17-Apr-12,MMR,Sjálfstæðisflokkur,"38,99608833",
17-Apr-12,MMR,Vinstrihreyfingin grænt framboð,"13,20848768",
30-Apr-12,Capacent (fylgi flokka allir),Aðrir flokkar,"0,8",
30-Apr-12,Capacent (fylgi flokka allir),Björt framtíð,"5,6",
30-Apr-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,9",
30-Apr-12,Capacent (fylgi flokka allir),Dögun,"1,5",
30-Apr-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,5",
30-Apr-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,7",
30-Apr-12,Capacent (fylgi flokka allir),Hægri grænir,"1,6",
30-Apr-12,Capacent (fylgi flokka allir),Hreyfingin,"2,3",
30-Apr-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Apr-12,Capacent (fylgi flokka allir),Píratar,,
30-Apr-12,Capacent (fylgi flokka allir),Samfylkingin,"18,7",
30-Apr-12,Capacent (fylgi flokka allir),Samstaða,"6,9",
30-Apr-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,37,
30-Apr-12,Capacent (fylgi flokka allir),Vinstri grænir,"11,5",
15-May-12,MMR,Aðrir,"3,558706222",
15-May-12,MMR,Björt Framtíð,"7,604580459",
15-May-12,MMR,Borgarahreyfingin,"0,363597068",
15-May-12,MMR,Dögun,,
15-May-12,MMR,Framsókn,"12,82952803",
15-May-12,MMR,Frjálslyndi flokkurinn,,
15-May-12,MMR,Hægri grænir,,
15-May-12,MMR,Hreyfingin,"2,19117694",
15-May-12,MMR,Lýðræðisvaktin,,
15-May-12,MMR,Píratar,,
15-May-12,MMR,Samfylking,"17,66893429",
15-May-12,MMR,Samstaða,"3,134544237",
15-May-12,MMR,Sjálfstæðisflokkur,"38,54657692",
15-May-12,MMR,Vinstrihreyfingin grænt framboð,"14,10235584",
24-May-12,Fréttablaðið / Stöð 2,Annað,"0,9",
24-May-12,Fréttablaðið / Stöð 2,Björt framtíð,"5,3",
24-May-12,Fréttablaðið / Stöð 2,Dögun,"2,7",
24-May-12,Fréttablaðið / Stöð 2,Framsóknarflokkur,"15,8",
24-May-12,Fréttablaðið / Stöð 2,Hægri grænir,"3,9",
24-May-12,Fréttablaðið / Stöð 2,Samfylkingin,"13,6",
24-May-12,Fréttablaðið / Stöð 2,Samstaða,6,
24-May-12,Fréttablaðið / Stöð 2,Sjálfstæðisflokkur,"43,7",
24-May-12,Fréttablaðið / Stöð 2,Vinstri græn,"9,2",
31-May-12,Capacent (fylgi flokka allir),Aðrir flokkar,"0,8",
31-May-12,Capacent (fylgi flokka allir),Björt framtíð,4,
31-May-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,7",
31-May-12,Capacent (fylgi flokka allir),Dögun,"1,4",
31-May-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,9",
31-May-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,7",
31-May-12,Capacent (fylgi flokka allir),Hægri grænir,"3,9",
31-May-12,Capacent (fylgi flokka allir),Hreyfingin,"2,6",
31-May-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-May-12,Capacent (fylgi flokka allir),Píratar,,
31-May-12,Capacent (fylgi flokka allir),Samfylkingin,"17,7",
31-May-12,Capacent (fylgi flokka allir),Samstaða,"5,6",
31-May-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"39,3",
31-May-12,Capacent (fylgi flokka allir),Vinstri grænir,"10,4",
19-Jun-12,MMR,Aðrir,"4,314693917",
19-Jun-12,MMR,Björt Framtíð,"4,566390689",
19-Jun-12,MMR,Borgarahreyfingin,"0,419696992",
19-Jun-12,MMR,Dögun,,
19-Jun-12,MMR,Framsókn,"17,45244583",
19-Jun-12,MMR,Frjálslyndi flokkurinn,,
19-Jun-12,MMR,Hægri grænir,,
19-Jun-12,MMR,Hreyfingin,"2,721821351",
19-Jun-12,MMR,Lýðræðisvaktin,,
19-Jun-12,MMR,Píratar,,
19-Jun-12,MMR,Samfylking,"16,4252673",
19-Jun-12,MMR,Samstaða,"4,403390527",
19-Jun-12,MMR,Sjálfstæðisflokkur,"36,40620215",
19-Jun-12,MMR,Vinstrihreyfingin grænt framboð,"13,29009124",
30-Jun-12,Capacent (fylgi flokka allir),Aðrir flokkar,"1,4",
30-Jun-12,Capacent (fylgi flokka allir),Björt framtíð,"4,3",
30-Jun-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,9",
30-Jun-12,Capacent (fylgi flokka allir),Dögun,"0,9",
30-Jun-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,7",
30-Jun-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,4",
30-Jun-12,Capacent (fylgi flokka allir),Hægri grænir,"3,6",
30-Jun-12,Capacent (fylgi flokka allir),Hreyfingin,"2,2",
30-Jun-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Jun-12,Capacent (fylgi flokka allir),Píratar,,
30-Jun-12,Capacent (fylgi flokka allir),Samfylkingin,"18,8",
30-Jun-12,Capacent (fylgi flokka allir),Samstaða,"4,7",
30-Jun-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"38,2",
30-Jun-12,Capacent (fylgi flokka allir),Vinstri grænir,"11,9",
16-Jul-12,MMR,Aðrir,"5,701921355",
16-Jul-12,MMR,Björt Framtíð,"4,05886731",
16-Jul-12,MMR,Borgarahreyfingin,"0,418984892",
16-Jul-12,MMR,Dögun,,
16-Jul-12,MMR,Framsókn,"17,03168176",
16-Jul-12,MMR,Frjálslyndi flokkurinn,,
16-Jul-12,MMR,Hægri grænir,,
16-Jul-12,MMR,Hreyfingin,"3,476436429",
16-Jul-12,MMR,Lýðræðisvaktin,,
16-Jul-12,MMR,Píratar,,
16-Jul-12,MMR,Samfylking,"16,90753155",
16-Jul-12,MMR,Samstaða,"2,504624156",
16-Jul-12,MMR,Sjálfstæðisflokkur,"38,49014442",
16-Jul-12,MMR,Vinstrihreyfingin grænt framboð,"11,40980812",
31-Jul-12,Capacent (fylgi flokka allir),Aðrir flokkar,"2,4",
31-Jul-12,Capacent (fylgi flokka allir),Björt framtíð,"5,2",
31-Jul-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,6",
31-Jul-12,Capacent (fylgi flokka allir),Dögun,"1,3",
31-Jul-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,4",
31-Jul-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,8",
31-Jul-12,Capacent (fylgi flokka allir),Hægri grænir,"3,1",
31-Jul-12,Capacent (fylgi flokka allir),Hreyfingin,"1,4",
31-Jul-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Jul-12,Capacent (fylgi flokka allir),Píratar,,
31-Jul-12,Capacent (fylgi flokka allir),Samfylkingin,21,
31-Jul-12,Capacent (fylgi flokka allir),Samstaða,"2,7",
31-Jul-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"36,9",
31-Jul-12,Capacent (fylgi flokka allir),Vinstri grænir,"12,2",
31-Aug-12,Capacent (fylgi flokka allir),Aðrir flokkar,2,
31-Aug-12,Capacent (fylgi flokka allir),Björt framtíð,"4,5",
31-Aug-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,4",
31-Aug-12,Capacent (fylgi flokka allir),Dögun,"0,9",
31-Aug-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"13,8",
31-Aug-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,7",
31-Aug-12,Capacent (fylgi flokka allir),Hægri grænir,3,
31-Aug-12,Capacent (fylgi flokka allir),Hreyfingin,"1,7",
31-Aug-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Aug-12,Capacent (fylgi flokka allir),Píratar,,
31-Aug-12,Capacent (fylgi flokka allir),Samfylkingin,"20,7",
31-Aug-12,Capacent (fylgi flokka allir),Samstaða,3,
31-Aug-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,36,
31-Aug-12,Capacent (fylgi flokka allir),Vinstri grænir,"13,3",
6-Sep-12,MMR,Aðrir,"4,829139347",
6-Sep-12,MMR,Björt Framtíð,"5,891136551",
6-Sep-12,MMR,Borgarahreyfingin,"0,195964328",
6-Sep-12,MMR,Dögun,,
6-Sep-12,MMR,Framsókn,"13,3365563",
6-Sep-12,MMR,Frjálslyndi flokkurinn,,
6-Sep-12,MMR,Hægri grænir,,
6-Sep-12,MMR,Hreyfingin,"1,237706091",
6-Sep-12,MMR,Lýðræðisvaktin,,
6-Sep-12,MMR,Píratar,,
6-Sep-12,MMR,Samfylking,"19,31954809",
6-Sep-12,MMR,Samstaða,"1,65969241",
6-Sep-12,MMR,Sjálfstæðisflokkur,"40,6455635",
6-Sep-12,MMR,Vinstrihreyfingin grænt framboð,"12,88469338",
20-Sep-12,MMR,Aðrir,"4,145536091",
20-Sep-12,MMR,Björt Framtíð,"6,836544687",
20-Sep-12,MMR,Borgarahreyfingin,"0,877044005",
20-Sep-12,MMR,Dögun,,
20-Sep-12,MMR,Framsókn,"16,95352401",
20-Sep-12,MMR,Frjálslyndi flokkurinn,,
20-Sep-12,MMR,Hægri grænir,,
20-Sep-12,MMR,Hreyfingin,"1,700489191",
20-Sep-12,MMR,Lýðræðisvaktin,,
20-Sep-12,MMR,Píratar,,
20-Sep-12,MMR,Samfylking,"17,7264227",
20-Sep-12,MMR,Samstaða,"1,040896685",
20-Sep-12,MMR,Sjálfstæðisflokkur,"34,93811126",
20-Sep-12,MMR,Vinstrihreyfingin grænt framboð,"15,78143137",
30-Sep-12,Capacent (fylgi flokka allir),Aðrir flokkar,"1,6",
30-Sep-12,Capacent (fylgi flokka allir),Björt framtíð,"4,9",
30-Sep-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,6",
30-Sep-12,Capacent (fylgi flokka allir),Dögun,"0,8",
30-Sep-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"14,2",
30-Sep-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,8",
30-Sep-12,Capacent (fylgi flokka allir),Hægri grænir,"4,4",
30-Sep-12,Capacent (fylgi flokka allir),Hreyfingin,"1,4",
30-Sep-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Sep-12,Capacent (fylgi flokka allir),Píratar,,
30-Sep-12,Capacent (fylgi flokka allir),Samfylkingin,"19,4",
30-Sep-12,Capacent (fylgi flokka allir),Samstaða,"2,4",
30-Sep-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"37,1",
30-Sep-12,Capacent (fylgi flokka allir),Vinstri grænir,"12,4",
12-Oct-12,MMR,Aðrir,"1,902649495",
12-Oct-12,MMR,Björt Framtíð,"8,814290881",
12-Oct-12,MMR,Borgarahreyfingin,,
12-Oct-12,MMR,Dögun,"2,119534013",
12-Oct-12,MMR,Framsókn,"11,22953974",
12-Oct-12,MMR,Frjálslyndi flokkurinn,,
12-Oct-12,MMR,Hægri grænir,"2,136929625",
12-Oct-12,MMR,Hreyfingin,,
12-Oct-12,MMR,Lýðræðisvaktin,,
12-Oct-12,MMR,Píratar,,
12-Oct-12,MMR,Samfylking,"21,24286445",
12-Oct-12,MMR,Samstaða,"3,40764614",
12-Oct-12,MMR,Sjálfstæðisflokkur,"35,28982222",
12-Oct-12,MMR,Vinstrihreyfingin grænt framboð,"13,85672343",
31-Oct-12,Capacent (fylgi flokka allir),Aðrir flokkar,"1,5",
31-Oct-12,Capacent (fylgi flokka allir),Björt framtíð,"6,9",
31-Oct-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,5",
31-Oct-12,Capacent (fylgi flokka allir),Dögun,"1,7",
31-Oct-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,1",
31-Oct-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,6",
31-Oct-12,Capacent (fylgi flokka allir),Hægri grænir,"3,8",
31-Oct-12,Capacent (fylgi flokka allir),Hreyfingin,1,
31-Oct-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
31-Oct-12,Capacent (fylgi flokka allir),Píratar,,
31-Oct-12,Capacent (fylgi flokka allir),Samfylkingin,"22,1",
31-Oct-12,Capacent (fylgi flokka allir),Samstaða,"1,9",
31-Oct-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"36,2",
31-Oct-12,Capacent (fylgi flokka allir),Vinstri grænir,"11,7",
13-Nov-12,MMR,Aðrir,"1,77975492",
13-Nov-12,MMR,Björt Framtíð,"10,79602226",
13-Nov-12,MMR,Borgarahreyfingin,,
13-Nov-12,MMR,Dögun,"2,423286559",
13-Nov-12,MMR,Framsókn,"12,04911339",
13-Nov-12,MMR,Frjálslyndi flokkurinn,,
13-Nov-12,MMR,Hægri grænir,"3,064455215",
13-Nov-12,MMR,Hreyfingin,,
13-Nov-12,MMR,Lýðræðisvaktin,,
13-Nov-12,MMR,Píratar,,
13-Nov-12,MMR,Samfylking,"18,59871676",
13-Nov-12,MMR,Samstaða,"2,31241545",
13-Nov-12,MMR,Sjálfstæðisflokkur,"37,70509073",
13-Nov-12,MMR,Vinstrihreyfingin grænt framboð,"11,27114472",
30-Nov-12,Capacent (fylgi flokka allir),Aðrir flokkar,"0,8",
30-Nov-12,Capacent (fylgi flokka allir),Björt framtíð,"8,1",
30-Nov-12,Capacent (fylgi flokka allir),Borgarahreyfingin,"0,6",
30-Nov-12,Capacent (fylgi flokka allir),Dögun,2,
30-Nov-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"12,7",
30-Nov-12,Capacent (fylgi flokka allir),Frjálslyndir,"0,6",
30-Nov-12,Capacent (fylgi flokka allir),Hægri grænir,"3,3",
30-Nov-12,Capacent (fylgi flokka allir),Hreyfingin,"0,6",
30-Nov-12,Capacent (fylgi flokka allir),Lýðræðisvaktin,,
30-Nov-12,Capacent (fylgi flokka allir),Píratar,"0,4",
30-Nov-12,Capacent (fylgi flokka allir),Samfylkingin,"22,5",
30-Nov-12,Capacent (fylgi flokka allir),Samstaða,"1,9",
30-Nov-12,Capacent (fylgi flokka allir),Sjálfstæðisflokkur,"35,9",
30-Nov-12,Capacent (fylgi flokka allir),Vinstri grænir,"10,6",
11-Dec-12,MMR,Aðrir,"1,977583852",
11-Dec-12,MMR,Björt Framtíð,"11,47022103",
11-Dec-12,MMR,Borgarahreyfingin,,
11-Dec-12,MMR,Dögun,"3,119093285",
11-Dec-12,MMR,Framsókn,"13,58737599",
11-Dec-12,MMR,Frjálslyndi flokkurinn,,
11-Dec-12,MMR,Hægri grænir,"1,964589147",
11-Dec-12,MMR,Hreyfingin,,
11-Dec-12,MMR,Lýðræðisvaktin,,
11-Dec-12,MMR,Píratar,,
11-Dec-12,MMR,Samfylking,"17,40248703",
11-Dec-12,MMR,Samstaða,"1,872160253",
11-Dec-12,MMR,Sjálfstæðisflokkur,"37,37336762",
11-Dec-12,MMR,Vinstrihreyfingin grænt framboð,"11,23312179",
31-Dec-12,Capacent (fylgi flokka allir),Aðrir flokkar,"0,7",
31-Dec-12,Capacent (fylgi flokka allir),Björt framtíð,"12,3",
31-Dec-12,Capacent (fylgi flokka allir),Borgarahreyfingin,,
31-Dec-12,Capacent (fylgi flokka allir),Dögun,3,
31-Dec-12,Capacent (fylgi flokka allir),Framsóknarflokkur,"13,1",
31-Dec-12,Capacent (fylgi flokka allir),Frjálslyndir,,
31-Dec-12,Capacent (fylgi flokka allir),Hægri grænir,"2,6",
31-Dec-12,Capacent (fylgi flokka allir),Hreyfingin,,
